,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
2324,42,1,2,0,0,1628.0,1,0,0,25,5,590,8,-1,0,3,1
2325,57,5,1,0,0,592.0,0,1,0,28,5,87,5,-1,0,3,0
2326,33,4,1,2,0,415.0,0,0,0,4,8,75,5,167,1,1,0
2327,40,7,1,1,0,695.0,1,0,0,11,8,270,1,348,10,0,0
2328,26,1,2,1,0,341.0,0,0,0,18,5,225,2,-1,0,3,0
2329,55,4,2,2,0,4847.0,1,0,0,21,9,18,4,106,2,1,0
2330,38,9,0,1,0,1364.645545435511,1,1,0,18,1,73,7,-1,0,3,0
2331,29,0,1,1,0,0.0,1,1,0,4,3,376,2,229,3,1,0
2332,52,7,1,1,0,108.0,1,0,2,15,8,543,12,-1,0,3,0
2333,26,1,2,1,0,384.0,1,0,0,18,8,16,1,364,2,1,0
2334,36,4,1,2,0,2957.0,1,1,0,30,0,193,2,265,3,2,0
2335,37,0,1,1,0,529.0,1,0,0,16,11,234,1,149,2,1,0
2336,49,1,1,0,0,216.0,1,0,2,9,8,144,2,-1,0,3,0
2337,37,0,2,2,0,2317.0,1,0,0,20,0,114,1,152,2,0,0
2338,46,7,1,1,0,561.0,1,0,0,9,3,84,4,256,7,0,0
2339,85,5,1,0,0,12114.0,0,0,1,12,3,165,2,-1,0,3,1
2340,42,1,2,1,0,1364.645545435511,1,0,0,15,5,178,3,-1,0,3,0
2342,28,0,1,1,0,-31.0,1,0,0,12,8,369,1,-1,0,3,0
2344,40,4,0,2,0,497.0,0,0,2,15,8,84,2,-1,0,3,0
2345,59,4,2,2,0,266.0,1,0,2,30,8,147,2,-1,0,3,0
2346,29,11,2,1,0,1502.0,0,0,0,28,4,59,1,-1,0,3,0
2347,32,9,2,1,0,1279.0,1,0,2,3,6,1173,3,-1,0,3,1
2348,59,3,1,2,0,0.0,0,0,1,13,9,494,1,-1,0,3,1
2349,34,1,2,1,0,1759.0,0,1,0,25,5,695,1,-1,0,3,1
2350,31,7,1,1,0,78.0,1,1,0,14,5,97,2,-1,0,3,0
2351,37,4,0,2,0,199.0,1,0,2,18,10,50,1,-1,0,3,0
2352,44,1,0,1,0,370.0,1,0,0,11,8,128,1,369,1,0,0
2353,32,4,1,1,0,350.0,1,0,2,28,8,110,2,-1,0,3,0
2354,53,0,1,1,0,459.0,0,0,0,5,0,558,1,-1,0,3,1
2355,43,9,1,1,0,1937.0,1,0,2,5,8,181,1,-1,0,3,0
2356,33,1,1,0,0,198.0,1,0,2,7,8,121,2,-1,0,3,0
2357,45,10,0,0,0,757.0,0,0,0,20,0,103,1,325,0,0,0
2358,39,3,0,1,1,127.0,0,0,2,20,6,150,2,-1,0,3,0
2359,55,0,1,1,0,139.0,0,0,0,30,0,241,1,-1,0,3,1
2360,40,10,1,0,0,1212.0,0,0,0,31,8,178,1,-1,0,3,0
2361,43,1,1,1,0,-509.0,1,0,2,6,8,124,1,-1,0,3,0
2362,41,3,1,0,0,39.0,0,0,0,21,1,299,4,-1,0,3,0
2363,31,9,1,1,0,7.0,0,0,1,6,1,116,6,-1,0,3,0
2364,32,2,2,2,0,1.0,1,1,2,16,8,411,2,-1,0,3,0
2366,42,1,1,1,0,3168.0,1,0,0,8,0,764,2,-1,0,3,0
2368,53,4,1,2,0,3911.0,1,1,2,30,8,63,2,-1,0,3,0
2369,40,0,2,1,0,462.0,1,1,0,6,0,272,1,335,4,1,0
2370,40,4,1,2,0,-1.0,0,0,0,12,1,150,2,-1,0,3,0
2371,31,1,2,2,0,462.0,1,1,2,19,8,147,1,-1,0,3,0
2372,45,9,1,1,0,0.0,0,0,1,13,1,99,1,-1,0,3,0
2373,40,0,2,1,0,5816.0,1,0,1,18,9,119,2,-1,0,3,0
2374,44,1,0,1,0,579.0,1,0,2,6,8,198,2,-1,0,3,0
2376,32,0,2,2,0,8866.0,0,0,0,9,6,234,2,83,2,2,1
2377,43,9,1,1,0,136.0,0,0,0,25,1,363,7,-1,0,3,1
2378,37,9,2,1,0,6714.0,1,0,2,23,8,90,1,-1,0,3,0
2379,56,5,1,2,0,24.0,0,1,0,9,5,44,1,-1,0,3,0
2380,37,4,1,2,0,675.0,0,0,0,26,1,49,13,-1,0,3,0
2381,46,9,1,1,0,179.0,0,1,2,18,6,129,1,-1,0,3,0
2382,53,6,1,0,0,127.0,0,0,0,29,4,78,2,-1,0,3,0
2383,31,4,2,2,0,3967.0,1,0,0,21,9,859,1,182,1,0,0
2384,65,3,1,0,0,715.0,0,0,0,11,7,323,1,-1,0,3,1
2385,28,4,0,1,0,-76.0,0,1,0,14,5,1271,2,-1,0,3,0
2386,54,4,1,2,0,1258.0,0,0,0,28,1,153,14,-1,0,3,0
2387,40,7,1,1,0,3536.0,0,0,0,31,5,106,6,-1,0,3,0
2388,31,4,2,2,0,391.0,1,0,0,12,1,454,3,-1,0,3,0
2389,33,7,1,1,0,1364.645545435511,1,1,0,7,0,487,1,-1,0,3,0
2390,46,4,2,2,0,625.0,0,0,0,28,4,107,1,163,5,1,0
2391,43,0,2,1,0,243.0,1,0,0,17,0,31,3,338,5,0,0
2392,43,1,1,0,0,-111.0,1,0,0,5,8,75,7,-1,0,3,0
2393,40,1,2,1,0,482.0,0,0,0,20,0,168,2,-1,0,3,0
2394,45,0,1,1,0,1435.0,1,0,0,11,1,201,1,103,1,0,0
2395,19,8,2,1,0,302.0,0,0,0,16,5,205,1,-1,0,3,1
2396,38,4,1,1,0,844.0,0,0,0,9,3,12,7,-1,0,3,0
2397,37,6,1,1,0,1549.0,1,0,2,20,6,161,7,-1,0,3,0
2398,31,0,2,1,0,1.0,0,0,0,9,5,236,2,-1,0,3,0
2399,33,4,1,2,0,1064.0,1,0,0,13,8,562,1,-1,0,3,1
2400,35,4,1,2,0,15298.0,0,0,0,7,1,642,3,-1,0,3,0
2401,33,1,2,1,0,1925.0,1,0,0,8,8,87,2,67,2,0,0
2402,35,9,2,1,0,0.0,0,0,0,20,1,111,2,-1,0,3,0
2403,49,7,1,0,0,784.0,1,0,0,14,5,171,4,-1,0,3,0
2404,40,4,1,2,0,4.0,0,1,0,29,5,261,6,-1,0,3,0
2405,25,9,2,2,0,437.0,0,1,0,7,5,121,1,-1,0,3,0
2406,51,1,1,0,0,-26.0,1,0,2,27,8,47,2,-1,0,3,0
2407,40,0,1,1,0,334.0,1,0,2,6,6,84,5,-1,0,3,0
2408,50,7,0,1,0,256.0,1,0,2,19,8,316,2,-1,0,3,0
2409,35,4,1,2,0,1256.0,1,0,2,20,6,26,29,-1,0,3,0
2410,37,7,2,1,0,43.0,1,0,0,17,5,36,2,-1,0,3,0
2411,55,0,1,1,0,1662.0,0,0,0,4,6,94,2,-1,0,3,1
2412,27,9,2,1,0,3933.0,0,0,0,28,5,837,3,-1,0,3,1
2413,57,9,1,1,0,0.0,0,0,2,13,8,44,1,-1,0,3,0
2414,40,10,1,1,0,1289.0,0,0,0,26,8,260,2,-1,0,3,0
2416,32,1,2,0,0,12198.0,1,0,0,18,8,178,1,-1,0,3,1
2417,42,9,1,3,0,1559.0,0,0,0,30,0,368,1,-1,0,3,1
2418,44,7,0,1,0,20541.0,0,1,2,18,6,501,2,-1,0,3,0
2419,31,9,1,2,0,237.0,1,0,0,31,5,59,2,-1,0,3,0
2420,42,1,1,1,0,429.0,1,0,0,18,8,110,1,370,1,0,0
2421,57,4,0,2,0,-676.0,1,1,0,29,4,100,2,247,0,0,0
2422,37,9,1,1,0,588.0,1,0,0,14,1,65,4,-1,0,3,0
2423,42,6,2,2,0,580.0,0,0,0,5,3,393,1,-1,0,3,0
2424,32,4,1,2,0,6274.0,1,0,0,17,9,500,2,-1,0,3,0
2425,72,5,1,1,0,1129.0,0,0,0,26,1,186,1,-1,0,3,1
2426,41,4,2,2,0,3013.0,1,0,0,17,9,150,1,-1,0,3,0
2427,47,0,1,1,0,642.0,1,0,0,13,8,197,2,363,2,1,0
2428,55,5,1,0,0,3334.0,0,0,0,14,1,632,4,-1,0,3,1
2429,35,0,2,1,0,184.0,1,0,0,18,8,181,2,-1,0,3,0
2430,37,0,1,1,0,1283.0,1,0,2,20,8,209,1,-1,0,3,0
2431,41,4,1,2,0,298.0,0,0,0,4,8,63,3,272,1,1,0
2432,37,7,1,1,0,1364.645545435511,1,0,1,22,5,74,13,-1,0,3,0
2433,57,5,1,0,0,0.0,0,0,0,21,1,394,3,-1,0,3,0
2434,49,7,0,1,0,3649.0,1,1,2,15,8,150,1,-1,0,3,0
2435,39,1,0,0,0,4168.0,1,0,2,20,6,172,3,-1,0,3,0
2436,31,8,2,3,0,988.0,0,0,0,4,2,377,5,191,11,1,0
2437,30,4,2,1,0,308.0,1,1,2,2,6,175,2,-1,0,3,0
2438,39,1,1,0,0,481.0,1,0,2,8,8,204,1,-1,0,3,0
2439,59,0,0,1,0,975.0,1,0,2,15,8,263,2,-1,0,3,0
2440,65,5,1,1,0,2.0,0,0,0,14,0,450,1,-1,0,3,1
2442,57,0,1,2,0,9311.0,0,0,2,20,6,485,3,-1,0,3,0
2443,34,1,1,1,0,250.0,1,0,2,29,8,193,6,-1,0,3,0
2444,33,3,1,2,0,0.0,0,0,0,19,9,466,1,-1,0,3,0
2445,47,4,1,2,0,434.0,0,0,0,12,1,111,4,-1,0,3,0
2446,55,7,1,1,0,186.0,1,1,2,9,8,241,1,-1,0,3,0
2447,26,4,2,2,0,33.0,0,0,0,23,5,297,1,-1,0,3,0
2448,51,2,0,2,0,58.0,1,0,0,30,4,93,1,2,1,1,0
2450,59,5,1,2,0,148.0,1,1,0,8,8,685,2,366,1,1,1
2451,43,4,1,2,0,2450.0,0,1,0,20,10,124,1,-1,0,3,0
2452,42,9,0,1,0,37.0,0,0,0,28,1,28,16,-1,0,3,0
2453,42,6,1,1,0,0.0,0,0,0,31,5,58,36,-1,0,3,0
2454,51,7,1,1,0,867.0,1,0,0,7,5,422,3,-1,0,3,0
2455,34,9,1,1,0,-56.0,1,0,0,13,8,197,2,-1,0,3,0
2456,57,9,0,0,0,13.0,1,0,0,8,8,323,2,368,2,0,0
2457,35,0,1,1,0,3187.0,1,0,0,19,9,171,2,183,1,0,0
2458,56,6,1,1,0,14.0,0,0,0,16,5,239,1,-1,0,3,0
2459,31,9,1,1,0,589.0,1,1,2,21,8,151,1,-1,0,3,0
2460,39,1,1,0,0,766.0,1,0,2,3,6,350,3,-1,0,3,0
2461,48,9,1,2,0,2392.0,1,0,0,18,5,133,5,-1,0,3,0
2462,50,0,1,1,0,512.0,1,1,0,17,0,77,3,338,3,0,0
2463,49,4,2,2,0,151.0,1,0,0,8,5,97,3,-1,0,3,1
2464,31,0,2,1,0,1306.0,1,0,2,28,8,217,5,-1,0,3,0
2465,37,0,2,1,0,597.0,1,0,0,5,8,126,1,-1,0,3,0
2466,55,9,2,2,0,92.0,1,0,2,7,8,118,3,-1,0,3,0
2467,37,0,1,3,0,892.0,1,0,0,30,5,269,17,-1,0,3,0
2468,52,9,1,1,0,1818.0,0,1,0,29,5,46,4,-1,0,3,0
2469,31,4,2,2,0,617.0,0,0,0,4,6,1161,1,97,2,2,1
2470,54,7,1,1,0,4353.0,1,1,0,29,5,197,2,-1,0,3,0
2471,59,10,2,0,0,7724.0,0,0,0,21,9,373,3,-1,0,3,1
2472,58,9,1,0,0,139.0,0,0,2,11,6,103,1,-1,0,3,0
2473,34,0,1,1,0,1651.0,0,0,0,4,3,246,1,-1,0,3,0
2474,30,1,2,1,0,1472.0,1,0,0,20,9,769,4,-1,0,3,0
2475,48,4,1,2,0,1519.0,0,0,0,25,1,360,5,-1,0,3,0
2476,42,1,1,0,0,984.0,1,0,2,29,8,109,1,-1,0,3,0
2477,33,4,1,2,0,9725.0,1,0,2,26,8,131,4,-1,0,3,0
2478,53,3,2,0,0,1238.0,0,0,2,17,6,23,3,-1,0,3,0
2479,40,3,1,1,0,0.0,1,0,2,9,8,327,2,-1,0,3,0
2480,32,6,1,1,0,1942.0,1,0,2,30,8,84,9,-1,0,3,0
2481,24,9,2,1,0,1234.0,0,0,0,27,8,480,2,-1,0,3,0
2482,36,8,2,1,0,624.0,0,0,0,5,3,518,2,8,1,1,0
2483,56,1,1,1,0,527.0,0,1,1,23,5,122,4,-1,0,3,0
2484,27,0,1,1,0,1595.0,0,0,0,29,2,196,2,197,2,2,1
2485,38,9,1,1,0,1364.645545435511,0,0,0,20,9,267,2,-1,0,3,0
2486,28,8,2,2,0,0.0,0,0,0,28,11,294,2,105,7,1,1
2487,41,9,2,1,0,143.0,0,0,0,20,1,744,7,-1,0,3,0
2488,53,4,0,0,0,255.0,0,0,0,19,9,126,2,-1,0,3,0
2489,45,3,1,1,0,258.0,1,0,0,16,5,287,2,-1,0,3,0
2490,34,4,2,2,0,5086.0,0,0,0,25,8,213,4,-1,0,3,1
2491,36,2,1,1,0,134.0,0,0,2,20,8,98,1,-1,0,3,0
2492,28,0,2,1,0,1238.0,1,0,2,28,8,252,2,-1,0,3,0
2493,37,0,1,2,0,828.0,1,0,0,6,8,206,2,342,1,0,0
2494,48,0,1,1,0,156.0,0,0,0,4,1,291,1,-1,0,3,1
2495,43,4,2,1,1,-1164.0,1,1,0,18,5,76,4,-1,0,3,0
2496,34,4,1,2,0,651.0,0,0,0,20,1,160,4,-1,0,3,0
2497,57,9,0,2,0,96.0,0,0,0,21,1,913,4,-1,0,3,1
2498,42,9,2,3,0,2193.0,0,0,0,29,5,305,2,-1,0,3,0
2499,32,9,2,1,0,-472.0,1,1,0,18,8,121,2,-1,0,3,0
2500,43,2,1,2,0,903.0,1,0,0,7,0,197,1,-1,0,3,0
2501,82,5,1,0,0,243.0,0,0,0,26,5,275,1,180,2,2,1
2502,39,1,1,0,0,1506.0,1,0,0,11,8,299,2,-1,0,3,0
2503,65,4,1,1,0,587.0,0,0,0,15,0,223,2,-1,0,3,1
2504,34,9,1,1,0,580.0,1,0,0,15,8,88,1,-1,0,3,0
2505,38,0,0,1,0,859.0,1,1,0,8,8,52,1,302,4,0,0
2506,58,5,0,0,0,1194.0,1,0,0,22,8,807,1,310,1,1,0
2507,30,7,1,1,0,292.0,1,1,0,15,0,651,4,-1,0,3,0
2508,33,9,0,1,0,2.0,1,0,0,7,8,600,2,330,17,0,0
2509,30,4,1,3,0,385.0,0,0,0,26,8,56,2,97,2,1,0
2512,38,9,0,1,0,902.0,1,0,0,4,8,301,3,90,1,2,1
2513,39,9,2,1,0,681.0,1,0,2,5,6,170,1,-1,0,3,0
2514,60,0,1,0,0,41.0,0,0,0,26,1,140,6,-1,0,3,0
2515,39,0,1,1,0,145.0,1,1,0,13,8,337,3,330,6,1,0
2517,49,7,1,0,0,0.0,1,0,0,21,9,13,2,192,1,1,0
2518,41,4,1,2,0,437.0,1,0,2,3,6,14,21,-1,0,3,0
2519,59,9,0,1,0,879.0,1,0,2,26,8,228,1,-1,0,3,0
2520,38,1,1,1,0,376.0,1,0,2,7,8,1521,1,-1,0,3,0
2521,44,1,1,0,0,-337.0,1,0,0,20,0,326,3,-1,0,3,0
2522,43,1,1,1,0,0.0,1,0,0,17,0,145,2,-1,0,3,0
2523,31,0,2,1,0,1340.0,0,0,0,15,8,185,2,-1,0,3,0
2524,30,2,1,1,0,946.0,1,0,0,19,9,1065,1,183,1,1,0
2525,38,4,0,2,0,0.0,0,0,0,10,3,49,3,-1,0,3,0
2526,38,6,0,2,0,6447.0,0,0,0,12,4,296,1,-1,0,3,0
2528,27,1,1,3,0,409.0,1,0,0,18,8,525,1,-1,0,3,1
2529,47,4,0,2,0,10399.0,1,0,2,15,8,59,2,-1,0,3,0
2530,42,9,1,1,0,166.0,0,0,0,16,5,319,5,-1,0,3,0
2531,56,0,1,1,0,105.0,0,0,1,15,5,80,2,-1,0,3,0
2532,31,9,2,1,0,1447.0,1,0,0,21,9,225,2,95,13,1,0
2533,26,1,2,1,0,184.0,0,0,0,3,3,110,2,6,1,1,0
2534,33,0,1,1,0,0.0,0,1,0,6,3,214,5,-1,0,3,0
2535,37,1,1,1,0,504.0,1,0,0,20,0,87,2,347,2,0,0
2536,26,4,2,2,0,1592.0,0,0,0,6,10,604,2,485,5,1,0
2537,45,1,1,1,0,1678.0,1,0,2,18,9,187,1,154,1,0,0
2538,30,6,2,2,0,1364.645545435511,1,0,0,28,5,283,4,-1,0,3,0
2539,30,1,2,0,0,1364.645545435511,0,0,2,26,6,11,1,-1,0,3,0
2540,25,1,2,0,0,155.0,1,0,2,30,8,85,4,-1,0,3,0
2542,54,2,1,2,0,1129.0,0,1,0,28,4,242,1,184,8,0,0
2543,30,9,1,2,0,606.0,1,0,0,30,0,551,1,-1,0,3,0
2544,47,1,1,0,0,673.0,0,1,0,14,1,106,6,-1,0,3,0
2545,33,1,1,2,0,22.0,1,0,2,27,8,375,1,-1,0,3,0
2547,41,9,2,1,0,0.0,0,0,2,9,6,229,2,-1,0,3,0
2548,30,1,1,1,0,1.0,0,1,0,9,5,347,1,-1,0,3,0
2549,31,1,1,1,0,79.0,1,1,0,23,5,235,11,-1,0,3,0
2550,40,0,1,1,0,1831.0,0,0,0,21,9,492,2,-1,0,3,0
2551,52,4,1,2,0,0.0,0,0,2,20,6,166,1,-1,0,3,0
2552,53,0,1,2,0,944.0,1,0,0,24,3,128,1,-1,0,3,0
2553,40,9,1,1,0,-378.0,1,0,2,28,8,261,2,-1,0,3,0
2554,50,9,0,1,0,2910.0,0,1,0,18,9,364,2,-1,0,3,0
2555,44,11,2,3,0,18881.0,0,0,0,2,2,187,2,-1,0,3,0
2556,33,9,2,1,0,641.0,1,1,0,20,0,242,3,-1,0,3,0
2557,31,1,2,3,0,-340.0,1,0,0,30,5,520,6,-1,0,3,0
2558,46,9,1,1,0,363.0,1,0,0,6,1,209,3,-1,0,3,0
2559,30,0,2,1,0,1309.0,0,0,0,28,4,622,1,-1,0,3,1
2560,52,9,1,1,0,2079.0,0,0,0,6,1,68,2,-1,0,3,0
2561,36,2,0,1,0,1364.645545435511,1,0,0,14,8,104,1,-1,0,3,0
2563,25,4,2,2,0,0.0,0,1,0,18,5,342,1,-1,0,3,0
2564,34,4,1,2,0,1364.645545435511,1,0,0,20,0,243,2,153,1,0,0
2565,58,4,1,2,0,256.0,0,0,0,10,2,422,1,188,3,2,1
2566,29,7,1,1,0,13.0,0,0,0,10,5,90,1,-1,0,3,0
2567,32,9,1,1,0,1830.0,1,0,2,21,8,293,1,-1,0,3,0
2568,36,4,1,2,0,163.0,0,0,0,6,1,311,2,-1,0,3,0
2569,38,6,1,2,0,0.0,0,1,0,15,5,77,2,-1,0,3,0
2570,42,1,1,0,0,555.0,1,0,2,8,8,249,2,-1,0,3,0
2571,22,8,2,1,0,381.0,0,0,0,12,3,227,1,-1,0,3,1
2572,36,7,1,1,0,22.0,1,0,0,6,8,125,2,-1,0,3,0
2573,54,4,1,2,0,5927.0,0,0,0,6,3,256,2,-1,0,3,0
2574,46,1,1,0,0,2473.0,0,0,0,4,1,136,3,-1,0,3,0
2575,59,1,1,0,0,625.0,0,0,0,9,5,133,1,-1,0,3,0
2576,39,4,2,2,0,1914.0,0,0,0,18,1,94,4,-1,0,3,0
2577,50,4,1,1,0,-187.0,1,0,2,29,8,31,2,-1,0,3,0
2578,28,9,2,1,0,2034.0,1,0,2,21,8,196,1,-1,0,3,0
2579,51,0,1,1,0,-192.0,0,0,2,16,6,176,3,-1,0,3,0
2580,34,9,1,1,0,7171.0,1,0,0,19,9,523,2,-1,0,3,0
2581,50,6,1,1,0,358.0,1,1,0,15,8,315,2,367,3,0,0
2582,38,6,1,2,0,846.0,0,0,0,2,6,253,1,-1,0,3,0
2583,36,8,2,3,0,449.0,0,0,0,4,3,166,2,-1,0,3,0
2585,36,1,0,1,0,-11.0,0,0,2,5,6,152,2,-1,0,3,0
2586,34,10,2,1,0,9895.0,0,0,0,19,9,356,2,-1,0,3,0
2587,53,4,1,2,0,652.0,0,0,2,5,6,91,1,-1,0,3,0
2588,42,4,2,2,0,3445.0,0,0,0,19,9,1662,3,-1,0,3,0
2589,38,10,1,0,0,338.0,0,0,2,19,6,219,2,-1,0,3,0
2590,59,1,1,0,0,416.0,0,0,2,16,6,92,3,-1,0,3,0
2591,41,1,1,1,0,1449.0,1,0,0,19,9,63,1,-1,0,3,0
2592,42,0,1,1,0,128.0,1,0,2,13,8,190,1,-1,0,3,0
2593,53,1,1,1,0,-102.0,1,0,0,11,8,52,2,-1,0,3,0
2594,46,6,0,2,0,8717.0,1,0,2,15,8,343,5,-1,0,3,0
2595,41,7,1,0,0,124.0,1,0,2,16,8,393,2,-1,0,3,0
2596,33,9,0,1,0,22.0,0,0,0,29,1,71,2,-1,0,3,0
2597,43,0,0,2,0,1440.0,1,1,0,21,9,149,1,175,1,0,0
2598,36,1,2,0,0,295.0,1,0,0,17,0,287,2,-1,0,3,0
2600,41,0,2,1,0,1715.0,1,0,2,8,8,462,1,-1,0,3,0
2601,31,7,1,1,0,525.0,1,1,2,21,8,159,1,-1,0,3,0
2602,22,0,2,2,0,377.0,0,0,0,5,6,155,1,-1,0,3,0
2603,35,2,2,2,0,1800.0,1,0,2,5,6,53,1,-1,0,3,0
2604,47,1,2,0,0,1364.645545435511,1,0,0,14,8,144,3,366,1,0,0
2605,44,1,1,3,0,1364.645545435511,0,0,2,6,6,355,4,-1,0,3,0
2606,55,5,1,2,0,1364.645545435511,0,0,2,16,6,556,3,-1,0,3,0
2607,57,4,1,1,0,139.0,0,0,0,17,1,80,1,-1,0,3,0
2608,51,4,1,2,0,1700.0,0,0,0,4,1,147,1,-1,0,3,0
2609,51,7,2,1,0,516.0,1,0,0,13,8,370,1,363,1,0,0
2610,35,4,2,2,0,48.0,1,1,0,25,5,226,1,-1,0,3,0
2611,43,9,1,1,0,246.0,0,0,0,25,1,113,6,-1,0,3,0
2612,40,4,1,2,0,543.0,1,0,0,2,3,349,2,262,275,1,0
2613,35,1,2,1,0,1017.0,0,0,2,6,6,53,2,-1,0,3,0
2614,44,4,1,2,0,1752.0,0,0,0,26,1,312,2,-1,0,3,0
2615,57,5,1,1,0,256.0,0,0,0,7,1,198,4,-1,0,3,0
2616,30,4,2,2,0,3849.0,0,0,1,29,1,115,2,-1,0,3,0
2617,31,1,0,1,0,-277.0,1,0,1,17,5,1008,2,-1,0,3,1
2618,37,1,0,1,0,625.0,1,0,0,15,8,68,4,359,2,0,0
2619,49,1,1,0,0,183.0,1,1,0,6,3,257,2,-1,0,3,0
2620,56,4,1,2,0,616.0,0,0,0,13,1,293,2,105,2,2,1
2621,26,8,2,3,0,689.0,0,0,0,25,8,678,2,-1,0,3,1
2622,39,4,1,2,0,-1026.0,1,0,2,26,8,200,2,-1,0,3,0
2623,29,1,2,0,0,105.0,1,0,2,16,8,326,1,-1,0,3,0
2624,57,0,1,1,0,2.0,0,0,1,10,5,144,2,-1,0,3,0
2625,75,5,1,2,0,4912.0,0,0,1,20,10,238,2,183,5,0,0
2626,47,1,1,0,0,320.0,0,0,1,30,5,203,2,-1,0,3,0
2627,30,4,2,2,0,796.0,0,1,0,26,1,366,13,-1,0,3,0
2628,40,7,2,1,0,487.0,1,1,2,9,8,176,2,-1,0,3,0
2629,70,5,0,0,0,275.0,0,0,0,15,0,82,1,-1,0,3,1
2630,45,7,1,1,0,744.0,1,0,0,11,8,211,2,347,1,0,0
2631,48,9,1,1,0,1637.0,1,0,2,11,6,305,10,-1,0,3,0
2633,28,9,1,1,0,675.0,1,0,0,17,0,499,2,-1,0,3,0
2634,45,7,1,1,0,0.0,0,1,2,5,6,370,2,-1,0,3,0
2635,55,2,1,1,0,204.0,0,0,0,14,5,455,13,-1,0,3,0
2636,52,9,1,3,0,133.0,1,0,2,7,8,253,8,-1,0,3,0
2637,54,4,0,2,0,-125.0,0,1,0,8,1,107,2,-1,0,3,0
2638,45,1,2,0,0,4289.0,1,0,2,9,6,400,2,-1,0,3,0
2639,48,7,0,1,0,297.0,0,0,0,18,1,121,4,-1,0,3,0
2641,34,4,1,2,0,2657.0,1,0,0,11,1,159,3,-1,0,3,0
2642,51,10,1,2,0,174.0,0,1,0,11,5,222,7,-1,0,3,0
2643,50,4,1,2,0,161.0,0,0,0,26,1,19,2,-1,0,3,0
2644,43,4,1,2,0,2100.0,1,0,0,21,9,105,1,-1,0,3,0
2645,55,1,1,0,0,1470.0,0,0,1,28,4,85,2,-1,0,3,0
2646,34,9,1,1,0,2467.0,0,0,0,3,3,368,1,-1,0,3,0
2649,39,9,1,1,0,1364.645545435511,0,0,0,21,1,86,2,-1,0,3,0
2650,36,4,2,2,1,-508.0,1,0,0,17,0,832,2,-1,0,3,0
2651,39,9,2,1,0,0.0,1,1,0,5,3,95,4,-1,0,3,0
2652,29,0,2,1,1,-228.0,1,0,2,9,8,279,1,-1,0,3,0
2653,39,0,1,1,0,1364.645545435511,1,0,2,7,8,106,1,-1,0,3,0
2654,47,9,1,1,0,-545.0,1,1,2,26,8,140,5,-1,0,3,0
2655,34,1,1,1,0,0.0,0,0,2,6,8,195,1,-1,0,3,0
2656,55,9,1,2,0,1320.0,0,0,0,28,5,340,1,91,2,2,1
2657,35,1,1,0,0,526.0,1,0,0,2,3,914,2,-1,0,3,0
2658,29,0,2,1,0,464.0,0,0,0,10,1,317,2,518,1,0,1
2659,45,10,1,1,0,56.0,1,0,0,6,8,195,1,-1,0,3,0
2660,52,0,2,0,0,0.0,0,0,2,19,8,182,2,-1,0,3,0
2661,56,9,1,1,0,3931.0,0,0,0,14,0,115,1,-1,0,3,0
2662,36,9,0,2,0,1174.0,1,0,0,18,9,192,2,-1,0,3,0
2663,49,2,2,2,0,2209.0,0,0,0,18,1,307,1,-1,0,3,0
2664,31,1,2,1,0,210.0,1,1,0,15,8,166,1,-1,0,3,0
2665,52,10,0,1,0,230.0,0,0,0,24,2,422,2,-1,0,3,1
2666,42,0,0,1,0,2133.0,1,0,0,5,8,89,5,-1,0,3,0
2667,31,4,1,2,0,8279.0,0,0,0,6,1,533,2,-1,0,3,0
2668,41,0,1,1,0,-5.0,1,0,0,29,5,38,17,-1,0,3,0
2669,44,7,1,1,0,300.0,1,0,0,7,5,182,3,-1,0,3,0
2670,31,1,2,2,0,403.0,0,0,0,29,4,356,2,-1,0,3,0
2671,37,7,1,1,1,-954.0,1,0,0,17,9,69,1,180,3,0,0
2672,38,9,1,1,0,20.0,0,0,0,2,3,147,1,-1,0,3,0
2673,43,1,0,0,0,1234.0,1,0,0,7,8,307,1,-1,0,3,0
2674,46,1,1,0,0,1596.0,0,0,0,8,1,417,2,-1,0,3,0
2675,38,4,2,2,0,0.0,0,0,0,24,5,164,2,-1,0,3,0
2676,31,0,1,1,0,8295.0,1,0,0,19,9,541,1,-1,0,3,0
2677,47,9,0,1,0,1364.645545435511,0,0,0,19,1,88,1,-1,0,3,0
2679,29,0,2,2,0,1364.645545435511,1,0,0,7,8,103,1,363,1,0,0
2680,38,1,1,3,0,0.0,0,0,0,22,5,233,1,-1,0,3,0
2681,46,10,1,1,0,562.0,0,0,0,8,5,491,1,-1,0,3,0
2682,36,9,1,1,0,15485.0,0,0,0,26,8,83,1,42,1,2,0
2683,28,4,2,2,0,939.0,1,0,2,27,8,740,1,-1,0,3,1
2684,53,1,1,1,0,813.0,1,0,2,21,8,23,16,-1,0,3,0
2685,58,3,1,0,0,4605.0,0,0,0,4,1,197,1,-1,0,3,0
2686,34,0,0,1,0,140.0,1,0,0,8,8,81,2,365,1,0,0
2687,28,0,2,1,0,520.0,1,0,0,30,9,113,1,168,1,0,0
2688,41,1,1,1,0,108.0,1,1,2,7,8,203,1,-1,0,3,0
2689,56,6,1,1,0,800.0,0,1,0,9,5,170,1,-1,0,3,0
2690,47,4,1,3,0,150.0,0,0,2,9,6,52,1,-1,0,3,0
