age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
52.0,services,married,unknown,0,337.0,1,0,unknown,19,may,85,3.0,0,0,unknown,0
35.0,technician,single,tertiary,0,2650.0,0,0,cellular,25,aug,133,8.0,0,0,unknown,0
32.0,management,single,tertiary,0,0.0,0,0,cellular,22,aug,148,2.0,0,0,unknown,0
36.0,management,married,unknown,0,-35.0,1,1,unknown,21,may,17,2.0,0,0,unknown,0
35.0,admin.,married,secondary,0,1035.0,1,1,unknown,9,jun,274,2.0,0,0,unknown,0
36.0,blue-collar,married,secondary,0,0.0,1,0,cellular,8,may,171,1.0,1,0,failure,0
46.0,blue-collar,married,secondary,0,0.0,0,0,cellular,14,aug,61,4.0,0,0,unknown,0
58.0,management,divorced,tertiary,0,,1,0,cellular,21,nov,675,4.0,1,0,failure,0
33.0,blue-collar,single,unknown,0,514.0,1,0,cellular,17,apr,225,1.0,0,0,unknown,0
62.0,management,married,tertiary,0,10373.0,0,0,cellular,12,aug,344,3.0,0,0,unknown,0
27.0,technician,single,secondary,0,274.0,1,0,cellular,16,apr,483,,0,0,unknown,0
30.0,admin.,married,tertiary,0,501.0,1,1,cellular,25,may,92,1.0,0,0,unknown,0
39.0,services,divorced,secondary,0,-388.0,1,0,cellular,9,jul,205,2.0,0,0,unknown,0
31.0,management,single,tertiary,0,630.0,0,0,cellular,2,feb,70,2.0,0,0,unknown,0
36.0,self-employed,married,secondary,0,189.0,1,0,cellular,19,nov,136,1.0,1,0,failure,0
40.0,self-employed,married,secondary,0,311.0,1,0,unknown,20,may,723,2.0,0,0,unknown,0
53.0,technician,married,secondary,0,137.0,0,1,unknown,26,may,129,1.0,0,0,unknown,0
40.0,technician,divorced,tertiary,0,1871.0,1,0,cellular,17,nov,64,1.0,0,0,unknown,0
35.0,services,married,secondary,0,871.0,1,0,unknown,1,jul,108,1.0,0,0,unknown,0
34.0,services,married,secondary,0,-99.0,1,1,cellular,7,may,258,2.0,0,0,unknown,0
60.0,blue-collar,married,primary,0,0.0,0,1,cellular,13,aug,324,4.0,0,0,unknown,0
27.0,student,single,tertiary,0,,0,0,cellular,5,mar,82,3.0,0,0,unknown,1
,blue-collar,single,secondary,0,0.0,1,0,,5,may,95,1.0,0,0,unknown,0
60.0,blue-collar,married,secondary,0,751.0,1,0,unknown,14,may,115,3.0,0,0,unknown,0
29.0,blue-collar,single,unknown,0,913.0,1,0,telephone,14,may,188,1.0,1,0,failure,0
50.0,technician,married,secondary,0,-70.0,1,1,cellular,28,jan,391,2.0,1,0,failure,0
53.0,entrepreneur,single,unknown,0,717.0,0,0,cellular,30,jul,594,2.0,0,0,unknown,0
58.0,self-employed,married,tertiary,0,6237.0,1,0,cellular,20,nov,88,2.0,0,0,unknown,0
45.0,administrator,married,secondary,0,5021.0,0,0,cellular,14,jan,233,1.0,0,0,unknown,1
59.0,management,divorced,secondary,0,0.0,0,0,cellular,22,aug,125,2.0,0,0,unknown,0
31.0,management,married,tertiary,0,199.0,1,1,cellular,11,aug,127,2.0,1,0,success,0
32.0,technician,single,secondary,0,26.0,0,1,cellular,25,jul,110,1.0,0,0,unknown,0
29.0,blue-collar,married,secondary,0,313.0,1,1,unknown,7,may,144,1.0,0,0,unknown,0
47.0,management,married,tertiary,0,3158.0,1,0,unknown,14,may,282,1.0,0,0,unknown,0
66.0,housemaid,married,primary,0,40.0,0,0,telephone,14,oct,290,2.0,0,0,unknown,1
38.0,management,married,tertiary,0,0.0,0,0,cellular,5,feb,214,2.0,0,0,unknown,0
30.0,technician,married,unknown,1,-315.0,1,0,unknown,8,may,201,2.0,0,0,unknown,0
32.0,blue-collar,married,primary,0,885.0,1,0,unknown,21,may,127,2.0,0,0,unknown,0
33.0,blue-collar,divorced,secondary,0,126.0,1,0,unknown,7,may,248,3.0,0,0,unknown,0
30.0,blue-collar,single,secondary,0,130.0,0,0,telephone,5,dec,291,1.0,0,0,unknown,0
32.0,services,married,secondary,0,-173.0,1,0,cellular,28,jul,300,2.0,0,0,unknown,0
49.0,management,married,tertiary,0,176.0,1,1,cellular,14,jul,102,2.0,0,0,unknown,0
45.0,technician,single,secondary,0,1044.0,1,0,unknown,3,jun,239,8.0,0,0,unknown,0
52.0,housemaid,married,primary,0,10943.0,0,0,cellular,16,sep,292,1.0,0,0,unknown,1
31.0,blue-collar,married,secondary,0,-204.0,1,1,cellular,11,aug,429,7.0,0,0,unknown,0
34.0,technician,single,secondary,0,,1,0,unknown,20,may,1182,4.0,0,0,unknown,1
,blue-collar,married,secondary,0,,0,0,cellular,20,aug,391,4.0,0,0,unknown,0
46.0,administrator,divorced,primary,0,50.0,1,1,cellular,23,jul,379,1.0,0,0,unknown,0
35.0,,single,secondary,0,362.0,1,0,cellular,17,apr,54,2.0,0,0,unknown,0
52.0,housemaid,married,primary,0,200.0,0,0,cellular,13,aug,224,2.0,0,0,unknown,0
32.0,services,married,secondary,0,580.0,1,0,cellular,30,apr,69,1.0,0,0,unknown,0
30.0,technician,single,tertiary,0,97.0,0,0,cellular,4,aug,417,1.0,0,0,unknown,0
51.0,self-employed,single,secondary,0,0.0,0,0,cellular,29,oct,1707,2.0,0,0,unknown,1
46.0,management,married,unknown,0,802.0,1,0,cellular,30,jan,445,1.0,1,0,failure,0
29.0,blue-collar,married,primary,0,248.0,1,0,cellular,18,may,113,1.0,0,0,unknown,0
36.0,admin.,single,tertiary,0,364.0,0,1,cellular,31,aug,185,1.0,1,0,failure,1
42.0,technician,divorced,secondary,0,1689.0,1,0,cellular,31,jul,50,2.0,0,0,unknown,0
30.0,admin.,married,secondary,0,215.0,0,1,cellular,4,jul,95,2.0,0,0,unknown,0
52.0,technician,married,unknown,0,0.0,1,0,cellular,17,nov,136,1.0,0,0,unknown,0
46.0,technician,married,secondary,0,2149.0,1,0,cellular,15,apr,282,2.0,0,0,unknown,1
,blue-collar,single,secondary,0,259.0,1,0,unknown,19,may,287,1.0,0,0,unknown,0
51.0,blue-collar,married,secondary,0,575.0,0,1,cellular,20,nov,168,,0,0,unknown,0
29.0,management,single,tertiary,0,3041.0,1,0,cellular,8,may,606,3.0,0,0,unknown,1
33.0,blue-collar,married,secondary,0,139.0,1,1,cellular,18,may,732,2.0,1,0,failure,1
,blue-collar,single,unknown,0,-90.0,1,0,unknown,13,may,415,1.0,0,0,unknown,0
33.0,management,married,tertiary,0,158.0,0,0,cellular,30,apr,169,2.0,1,0,success,0
41.0,management,married,tertiary,0,3872.0,0,0,cellular,15,oct,231,1.0,0,0,unknown,0
46.0,blue-collar,married,secondary,0,781.0,0,0,unknown,13,may,152,1.0,0,0,unknown,0
51.0,retired,single,tertiary,0,730.0,1,0,unknown,18,nov,287,2.0,0,0,unknown,0
41.0,technician,married,secondary,0,305.0,1,1,cellular,10,jul,61,4.0,0,0,unknown,0
32.0,services,married,secondary,0,386.0,0,0,cellular,30,apr,222,1.0,0,0,unknown,0
44.0,services,married,secondary,0,983.0,0,0,cellular,28,jan,123,1.0,0,0,unknown,0
57.0,retired,married,primary,0,3401.0,1,0,unknown,14,may,271,2.0,0,0,unknown,0
32.0,management,married,tertiary,0,0.0,0,0,cellular,19,aug,198,6.0,0,0,unknown,0
27.0,unemployed,single,primary,0,93.0,0,0,unknown,11,oct,4,1.0,0,0,unknown,0
43.0,unemployed,married,secondary,0,0.0,1,0,unknown,6,may,245,1.0,0,0,unknown,0
34.0,technician,divorced,secondary,0,0.0,1,1,cellular,20,apr,110,,1,0,other,0
34.0,management,married,tertiary,0,115.0,1,0,cellular,26,apr,117,3.0,0,0,unknown,0
34.0,services,single,secondary,0,15.0,0,0,cellular,31,aug,104,1.0,0,0,unknown,0
33.0,services,single,secondary,0,245.0,1,0,unknown,2,jun,140,3.0,0,0,unknown,0
33.0,,married,tertiary,0,,0,0,cellular,15,jun,92,2.0,1,0,failure,0
30.0,management,single,tertiary,0,1077.0,0,0,cellular,18,aug,128,4.0,0,0,unknown,0
55.0,blue-collar,married,primary,0,396.0,0,0,cellular,22,aug,74,2.0,0,0,unknown,0
28.0,unemployed,married,tertiary,0,482.0,0,0,cellular,25,may,119,1.0,0,0,unknown,1
31.0,technician,married,secondary,0,0.0,0,0,cellular,14,jul,229,3.0,0,0,unknown,0
22.0,student,single,tertiary,0,1258.0,0,0,cellular,10,dec,182,1.0,1,0,failure,0
33.0,management,married,tertiary,0,6513.0,1,0,cellular,11,jan,170,1.0,1,0,other,1
68.0,retired,divorced,primary,0,695.0,0,0,cellular,9,apr,233,1.0,0,0,unknown,1
56.0,retired,married,primary,0,16432.0,0,0,cellular,19,feb,702,2.0,1,0,failure,0
32.0,services,married,secondary,0,3756.0,1,0,unknown,4,jun,-1,3.0,0,0,unknown,0
28.0,blue-collar,married,secondary,0,1958.0,1,0,unknown,3,jun,196,1.0,0,0,unknown,0
22.0,admin.,single,tertiary,0,897.0,1,0,cellular,4,feb,133,4.0,0,0,unknown,1
43.0,administrator,single,secondary,0,,1,0,cellular,4,feb,390,2.0,0,0,unknown,0
33.0,management,married,secondary,1,7.0,0,1,cellular,20,aug,239,2.0,0,0,unknown,0
33.0,technician,married,secondary,0,105.0,1,1,unknown,20,may,360,1.0,0,0,unknown,0
41.0,administrator,single,secondary,0,334.0,1,0,cellular,13,may,14,4.0,1,1,other,0
29.0,blue-collar,single,secondary,0,-37.0,1,0,unknown,4,jun,182,1.0,0,0,unknown,0
46.0,administrator,divorced,secondary,0,-637.0,1,0,cellular,8,may,218,1.0,1,0,failure,0
29.0,admin.,married,primary,0,624.0,1,0,unknown,12,may,246,1.0,0,0,unknown,0
,management,married,primary,0,15035.0,1,0,cellular,12,may,158,1.0,0,0,unknown,0
33.0,management,married,secondary,0,588.0,1,0,cellular,18,may,11,5.0,0,0,unknown,0
35.0,administrator,divorced,secondary,0,454.0,1,0,cellular,10,jul,154,1.0,0,0,unknown,0
60.0,management,married,primary,0,-70.0,1,0,cellular,13,may,65,2.0,0,0,unknown,0
36.0,unemployed,single,secondary,0,115.0,0,0,cellular,9,feb,71,2.0,0,0,unknown,0
31.0,management,married,tertiary,0,1224.0,1,1,cellular,20,nov,75,2.0,1,0,success,0
34.0,blue-collar,married,secondary,0,0.0,1,1,cellular,7,may,175,4.0,0,0,unknown,0
60.0,retired,single,primary,0,470.0,0,0,unknown,16,jun,100,2.0,0,0,unknown,0
31.0,management,married,tertiary,0,1812.0,0,0,cellular,12,aug,112,1.0,1,0,success,0
35.0,technician,single,tertiary,0,458.0,1,0,cellular,8,apr,2129,1.0,1,0,failure,0
38.0,blue-collar,single,unknown,0,573.0,1,0,unknown,12,may,334,7.0,0,0,unknown,0
33.0,administrator,single,tertiary,0,475.0,1,0,cellular,7,may,1046,1.0,0,0,unknown,1
36.0,administrator,married,secondary,0,0.0,1,0,cellular,24,apr,83,2.0,0,0,unknown,0
45.0,,married,tertiary,0,1323.0,1,0,cellular,17,nov,550,1.0,0,0,unknown,0
42.0,admin.,married,secondary,0,534.0,1,0,unknown,16,may,139,2.0,0,0,unknown,0
31.0,blue-collar,single,secondary,0,-538.0,0,1,cellular,6,feb,521,1.0,0,0,unknown,0
28.0,management,single,tertiary,0,185.0,0,0,cellular,30,jan,651,2.0,0,0,unknown,0
28.0,blue-collar,single,secondary,0,1955.0,0,0,cellular,29,jan,25,,0,0,unknown,0
39.0,services,single,secondary,0,1163.0,1,0,cellular,7,may,432,3.0,1,0,other,0
37.0,management,married,tertiary,0,0.0,0,0,cellular,14,sep,155,1.0,0,0,unknown,0
36.0,blue-collar,married,unknown,0,0.0,0,0,cellular,24,jul,120,5.0,0,0,unknown,0
57.0,unemployed,divorced,secondary,0,2762.0,0,0,telephone,19,nov,100,1.0,0,0,unknown,0
29.0,blue-collar,single,secondary,0,336.0,1,0,cellular,4,feb,197,1.0,0,0,unknown,0
39.0,unemployed,married,secondary,0,270.0,1,0,unknown,3,jun,116,1.0,0,0,unknown,0
44.0,self-employed,single,tertiary,0,18558.0,1,0,cellular,20,nov,51,1.0,1,0,other,0
42.0,self-employed,married,secondary,0,2812.0,1,0,cellular,21,nov,46,4.0,1,0,failure,0
32.0,unemployed,married,secondary,0,11524.0,1,0,cellular,19,nov,289,3.0,0,0,unknown,0
41.0,blue-collar,married,primary,0,484.0,1,0,cellular,7,jul,321,3.0,0,0,unknown,0
31.0,blue-collar,married,secondary,0,-190.0,1,1,cellular,8,may,299,3.0,0,0,unknown,0
33.0,technician,divorced,tertiary,0,39.0,0,0,cellular,19,aug,123,5.0,0,0,unknown,0
53.0,technician,married,secondary,0,284.0,0,0,cellular,1,jun,781,1.0,0,0,unknown,1
57.0,blue-collar,married,primary,0,318.0,1,0,unknown,27,may,206,2.0,0,0,unknown,0
39.0,entrepreneur,married,secondary,0,283.0,1,0,unknown,26,may,126,2.0,0,0,unknown,0
52.0,self-employed,married,tertiary,0,5350.0,1,1,cellular,18,nov,68,,1,0,success,0
38.0,blue-collar,single,secondary,0,0.0,1,0,cellular,21,jul,292,8.0,0,0,unknown,0
51.0,administrator,married,secondary,0,-229.0,0,0,cellular,9,feb,18,3.0,0,0,other,0
35.0,services,married,secondary,0,,1,0,cellular,12,may,187,1.0,0,0,unknown,0
48.0,technician,single,secondary,0,2374.0,0,0,cellular,18,jul,83,2.0,0,0,unknown,0
48.0,technician,married,secondary,0,1526.0,0,0,cellular,6,aug,273,,0,0,unknown,0
34.0,admin.,married,secondary,0,2984.0,1,0,cellular,20,apr,11,3.0,0,0,unknown,0
53.0,,married,primary,0,901.0,0,1,telephone,30,jan,1431,,0,0,unknown,0
32.0,technician,single,tertiary,0,0.0,0,0,cellular,7,aug,268,2.0,0,0,unknown,0
43.0,admin.,married,unknown,0,350.0,0,0,unknown,6,may,437,1.0,0,0,unknown,0
29.0,services,single,secondary,0,814.0,0,0,unknown,6,jan,54,1.0,0,0,unknown,0
49.0,,married,primary,0,458.0,1,0,unknown,8,may,381,1.0,0,0,unknown,0
24.0,blue-collar,married,secondary,0,-220.0,1,0,cellular,17,apr,401,1.0,0,0,failure,0
40.0,admin.,single,secondary,0,816.0,0,0,cellular,31,jul,114,8.0,0,0,unknown,0
55.0,services,married,secondary,0,2990.0,1,0,cellular,17,apr,83,,0,0,unknown,0
31.0,blue-collar,single,primary,0,124.0,1,0,unknown,28,may,411,3.0,0,0,unknown,0
26.0,student,single,secondary,0,611.0,0,0,cellular,13,aug,138,2.0,1,0,failure,0
26.0,services,married,secondary,0,116.0,0,0,cellular,5,feb,319,2.0,0,0,unknown,0
36.0,blue-collar,married,secondary,0,0.0,0,0,unknown,8,may,338,2.0,0,0,unknown,0
41.0,management,married,tertiary,0,141.0,1,1,unknown,8,may,146,3.0,0,0,unknown,0
55.0,blue-collar,married,secondary,0,383.0,0,0,unknown,5,may,287,1.0,0,0,unknown,0
42.0,,married,secondary,0,-422.0,0,0,cellular,9,jul,31,1.0,0,0,unknown,0
29.0,student,single,unknown,0,145.0,0,0,cellular,14,aug,105,1.0,0,0,unknown,0
49.0,housemaid,married,primary,0,78.0,0,0,telephone,10,jul,139,1.0,0,0,unknown,0
34.0,technician,single,secondary,0,2729.0,1,0,cellular,6,apr,945,1.0,1,0,success,0
37.0,housemaid,married,secondary,0,1558.0,0,0,cellular,6,aug,499,2.0,0,0,unknown,0
57.0,services,married,secondary,0,,0,0,cellular,14,aug,260,2.0,0,0,unknown,0
51.0,unemployed,divorced,secondary,0,-56.0,1,0,cellular,19,nov,544,3.0,0,0,unknown,0
59.0,technician,married,secondary,0,316.0,0,0,cellular,14,aug,200,4.0,0,0,unknown,0
55.0,unemployed,married,secondary,0,1161.0,1,0,cellular,28,jan,134,2.0,0,0,unknown,0
28.0,student,single,secondary,0,2015.0,0,0,cellular,26,jul,110,2.0,1,0,failure,0
57.0,administrator,divorced,secondary,1,-435.0,1,1,cellular,6,feb,89,5.0,1,0,failure,0
34.0,admin.,married,tertiary,0,142.0,1,0,cellular,13,may,459,1.0,0,0,unknown,1
32.0,management,married,tertiary,0,1544.0,1,0,cellular,7,may,265,1.0,0,0,unknown,0
39.0,blue-collar,married,primary,0,643.0,0,1,cellular,28,jul,24,14.0,0,0,unknown,0
45.0,admin.,married,secondary,0,72.0,1,1,cellular,15,may,262,2.0,1,0,failure,0
37.0,administrator,divorced,secondary,0,1573.0,1,0,cellular,12,may,639,3.0,1,1,failure,0
36.0,blue-collar,single,primary,0,736.0,1,0,cellular,16,apr,114,2.0,1,0,failure,0
37.0,services,single,secondary,0,934.0,1,0,unknown,16,may,242,3.0,0,0,unknown,0
49.0,technician,married,secondary,0,4667.0,1,0,unknown,19,may,130,2.0,0,0,unknown,0
35.0,blue-collar,married,secondary,0,,1,1,cellular,20,apr,123,3.0,0,0,unknown,0
33.0,technician,single,secondary,0,0.0,1,0,cellular,28,jan,191,2.0,0,0,unknown,0
,blue-collar,married,secondary,0,213.0,1,0,unknown,16,jun,270,15.0,0,0,unknown,0
27.0,,single,secondary,0,292.0,1,0,telephone,18,may,45,4.0,0,0,unknown,0
55.0,services,married,unknown,0,2944.0,0,0,cellular,27,aug,672,6.0,0,0,unknown,1
29.0,,single,secondary,0,,1,0,cellular,29,jan,344,1.0,0,0,unknown,0
41.0,management,single,tertiary,0,4594.0,1,0,unknown,4,jun,393,11.0,0,0,unknown,0
31.0,blue-collar,married,secondary,0,714.0,1,0,unknown,23,may,254,1.0,0,0,unknown,0
30.0,self-employed,single,secondary,0,280.0,0,0,telephone,5,may,92,3.0,0,0,unknown,0
34.0,admin.,single,secondary,0,601.0,0,0,cellular,17,nov,184,3.0,0,0,unknown,0
38.0,housemaid,married,secondary,0,1508.0,0,1,cellular,8,jul,306,2.0,0,0,unknown,0
56.0,management,married,primary,0,31.0,1,0,cellular,12,may,215,,0,0,unknown,0
32.0,,married,primary,0,329.0,1,0,cellular,3,feb,321,1.0,0,0,unknown,0
36.0,technician,married,secondary,0,24.0,1,0,cellular,30,apr,58,1.0,1,0,failure,0
33.0,services,married,secondary,0,403.0,1,0,unknown,20,may,274,2.0,0,0,unknown,0
40.0,blue-collar,married,primary,0,1397.0,1,0,telephone,12,may,58,2.0,1,0,failure,0
,management,married,tertiary,0,1597.0,0,0,cellular,19,nov,374,2.0,0,0,unknown,0
36.0,admin.,married,secondary,0,465.0,1,0,unknown,20,may,160,1.0,0,0,unknown,0
27.0,student,single,unknown,0,910.0,1,1,unknown,27,may,77,1.0,0,0,unknown,0
53.0,management,married,tertiary,0,193.0,0,0,unknown,14,may,521,2.0,0,0,unknown,0
45.0,entrepreneur,married,primary,0,488.0,1,0,telephone,28,jul,90,11.0,0,0,unknown,0
,student,single,secondary,0,4132.0,0,0,telephone,3,jun,34,2.0,0,0,unknown,0
45.0,blue-collar,married,primary,0,660.0,1,0,cellular,14,jul,329,2.0,0,0,unknown,0
51.0,admin.,married,secondary,0,79.0,0,0,cellular,13,aug,89,2.0,0,0,unknown,0
43.0,management,divorced,unknown,0,7702.0,0,0,cellular,22,may,460,1.0,1,0,success,1
29.0,administrator,married,secondary,0,-150.0,1,0,unknown,6,may,328,1.0,0,0,unknown,0
51.0,services,married,unknown,0,3413.0,0,0,cellular,27,aug,146,7.0,0,0,unknown,0
39.0,technician,married,secondary,0,,0,0,cellular,11,aug,218,2.0,0,0,unknown,0
56.0,administrator,married,primary,0,,1,0,cellular,3,apr,353,2.0,1,0,failure,0
60.0,self-employed,single,secondary,0,27.0,0,0,cellular,22,aug,40,2.0,0,0,unknown,0
35.0,admin.,married,secondary,0,449.0,1,0,cellular,17,jul,43,8.0,0,0,unknown,0
38.0,blue-collar,married,primary,0,-257.0,1,1,cellular,9,jul,458,1.0,0,0,unknown,0
42.0,blue-collar,single,primary,0,4930.0,0,0,unknown,18,jun,973,1.0,0,0,unknown,1
31.0,administrator,single,secondary,0,98.0,1,0,unknown,5,may,196,2.0,0,0,unknown,0
36.0,unknown,single,primary,0,3415.0,0,0,telephone,10,jul,150,10.0,0,0,unknown,0
35.0,blue-collar,married,secondary,0,80.0,1,1,cellular,6,may,317,1.0,1,0,failure,0
30.0,management,single,tertiary,0,3905.0,0,0,cellular,14,aug,112,2.0,0,0,unknown,0
30.0,technician,married,secondary,0,1534.0,1,1,unknown,15,may,243,1.0,0,0,unknown,0
30.0,management,single,tertiary,0,2.0,1,1,cellular,25,jul,1031,8.0,0,0,unknown,1
31.0,technician,single,tertiary,0,50.0,0,0,cellular,21,aug,794,1.0,0,0,unknown,0
32.0,administrator,married,tertiary,0,281.0,1,0,unknown,6,may,226,1.0,0,0,unknown,0
48.0,blue-collar,married,primary,0,9004.0,0,0,,14,may,158,3.0,0,0,unknown,0
33.0,management,married,tertiary,0,2071.0,0,0,cellular,8,aug,106,2.0,0,0,unknown,0
33.0,technician,married,tertiary,0,29.0,0,0,cellular,22,aug,94,1.0,0,0,unknown,0
60.0,retired,married,secondary,0,404.0,0,0,cellular,21,aug,335,2.0,0,0,unknown,0
34.0,blue-collar,married,secondary,0,,1,0,unknown,21,may,369,1.0,0,0,unknown,0
46.0,services,married,secondary,0,1516.0,0,0,cellular,14,aug,133,4.0,0,0,unknown,0
43.0,services,married,secondary,0,43.0,1,0,cellular,18,may,199,1.0,0,0,unknown,0
44.0,technician,single,tertiary,0,643.0,0,0,cellular,26,may,222,3.0,0,0,unknown,0
29.0,blue-collar,married,primary,0,608.0,1,0,unknown,9,may,184,2.0,0,0,unknown,0
48.0,housemaid,married,secondary,0,1397.0,0,0,cellular,31,jul,66,2.0,0,0,unknown,0
33.0,technician,married,secondary,0,2362.0,1,0,cellular,26,aug,271,4.0,0,0,unknown,0
,,married,secondary,0,204.0,1,0,cellular,20,apr,28,5.0,0,0,unknown,0
28.0,blue-collar,married,secondary,0,61.0,1,0,cellular,4,may,226,2.0,1,0,success,1
58.0,technician,married,secondary,0,201.0,0,0,cellular,10,jul,82,5.0,0,0,unknown,0
33.0,administrator,single,secondary,0,572.0,1,0,cellular,14,apr,344,1.0,1,0,failure,1
29.0,services,married,secondary,0,10.0,1,0,cellular,14,jul,246,2.0,0,0,unknown,0
43.0,technician,married,secondary,1,-313.0,0,1,cellular,7,jul,89,4.0,0,0,unknown,0
39.0,management,single,secondary,0,1623.0,1,0,unknown,3,jun,348,2.0,0,0,unknown,0
56.0,,married,secondary,0,938.0,0,1,unknown,3,jul,202,2.0,0,0,unknown,0
34.0,management,married,tertiary,0,0.0,0,0,cellular,29,aug,120,2.0,0,0,unknown,0
34.0,blue-collar,single,unknown,0,-90.0,1,0,cellular,18,may,20,1.0,1,0,failure,0
28.0,blue-collar,married,primary,0,519.0,1,0,cellular,18,may,82,9.0,0,0,unknown,0
32.0,technician,single,tertiary,0,4665.0,1,0,,21,may,860,2.0,0,0,unknown,1
29.0,services,single,secondary,0,3331.0,1,0,cellular,20,apr,13,4.0,1,0,failure,0
46.0,management,married,tertiary,0,1446.0,0,0,cellular,4,may,359,1.0,0,0,unknown,0
30.0,blue-collar,single,secondary,0,-177.0,1,0,cellular,14,may,87,1.0,1,0,other,0
40.0,blue-collar,married,secondary,0,,1,0,cellular,8,may,55,2.0,1,0,failure,0
48.0,technician,married,secondary,0,2111.0,0,0,cellular,20,apr,92,1.0,0,0,unknown,0
44.0,admin.,married,secondary,0,1380.0,1,0,cellular,12,may,240,1.0,0,0,unknown,0
37.0,self-employed,divorced,secondary,0,1082.0,0,0,cellular,2,feb,127,3.0,0,0,other,0
50.0,,married,tertiary,0,4374.0,1,0,cellular,21,nov,163,2.0,1,0,failure,0
55.0,admin.,married,secondary,0,183.0,1,0,unknown,6,may,150,1.0,0,0,unknown,0
34.0,technician,married,secondary,0,656.0,1,0,cellular,15,may,10,7.0,1,0,other,0
47.0,admin.,married,secondary,0,12845.0,1,0,unknown,18,nov,117,1.0,0,0,unknown,0
33.0,technician,married,secondary,0,58.0,1,0,telephone,29,aug,57,2.0,0,0,unknown,0
28.0,blue-collar,single,secondary,0,362.0,1,0,unknown,19,may,263,1.0,0,0,unknown,0
32.0,technician,married,secondary,0,3322.0,1,0,cellular,5,feb,588,2.0,1,0,failure,0
31.0,management,married,secondary,0,1064.0,0,0,telephone,20,nov,60,1.0,0,0,unknown,0
29.0,services,married,tertiary,0,0.0,0,1,cellular,7,jul,158,1.0,0,0,unknown,0
56.0,blue-collar,married,primary,0,826.0,1,0,cellular,21,jul,853,1.0,0,0,unknown,0
50.0,blue-collar,married,secondary,0,810.0,1,0,unknown,14,may,19,14.0,0,0,unknown,0
46.0,technician,married,secondary,0,778.0,1,0,cellular,8,aug,71,10.0,0,0,unknown,0
56.0,technician,married,tertiary,0,73.0,0,0,cellular,21,aug,644,4.0,0,0,unknown,1
26.0,admin.,single,secondary,0,2509.0,0,0,cellular,27,may,776,3.0,1,0,success,1
52.0,retired,married,tertiary,0,350.0,0,1,cellular,9,jul,156,1.0,0,0,unknown,0
36.0,management,single,tertiary,0,20.0,1,0,cellular,20,apr,766,2.0,1,0,other,0
41.0,administrator,married,secondary,0,3634.0,1,0,unknown,14,may,216,1.0,0,0,unknown,0
29.0,administrator,single,secondary,0,454.0,0,0,telephone,16,jul,127,11.0,0,0,unknown,0
30.0,technician,single,secondary,0,846.0,0,0,cellular,2,nov,75,2.0,0,0,unknown,0
34.0,services,married,primary,0,1042.0,1,0,unknown,20,may,167,1.0,0,0,unknown,0
39.0,blue-collar,married,secondary,0,123.0,1,0,unknown,30,may,81,3.0,0,0,unknown,0
46.0,services,married,unknown,0,854.0,1,0,cellular,3,apr,478,3.0,0,0,unknown,0
29.0,housemaid,single,secondary,0,4537.0,1,0,telephone,5,may,29,1.0,0,0,unknown,0
37.0,,married,tertiary,0,,1,0,cellular,9,feb,41,3.0,0,0,unknown,0
