age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome
43.0,blue-collar,married,primary,0,,0,0,telephone,7,jul,245,5.0,0,0,unknown
48.0,blue-collar,single,secondary,0,312.0,1,1,cellular,3,feb,369,2.0,0,0,unknown
46.0,management,single,tertiary,0,593.0,1,0,cellular,29,jan,190,3.0,0,0,unknown
26.0,blue-collar,single,primary,0,1538.0,0,1,cellular,28,jul,97,3.0,0,0,unknown
47.0,,married,tertiary,0,-80.0,1,0,cellular,6,feb,150,3.0,1,0,failure
31.0,management,single,tertiary,0,0.0,1,0,unknown,23,may,391,1.0,0,0,unknown
45.0,blue-collar,married,primary,0,101.0,1,0,unknown,12,may,460,,0,0,unknown
43.0,admin.,married,secondary,0,-17.0,1,0,cellular,22,jul,76,1.0,0,0,unknown
29.0,blue-collar,married,secondary,0,275.0,1,0,cellular,18,may,180,1.0,0,0,unknown
26.0,management,single,tertiary,0,828.0,1,0,cellular,17,aug,156,1.0,1,0,failure
32.0,entrepreneur,married,tertiary,0,3192.0,0,0,cellular,20,nov,44,1.0,0,0,unknown
55.0,blue-collar,married,secondary,0,233.0,1,0,cellular,5,may,813,2.0,1,0,failure
31.0,technician,single,tertiary,0,7005.0,0,0,cellular,26,aug,171,4.0,0,0,unknown
27.0,blue-collar,single,secondary,0,677.0,0,1,telephone,31,jul,110,8.0,0,0,unknown
54.0,blue-collar,divorced,secondary,0,615.0,0,1,cellular,20,nov,230,1.0,0,0,unknown
,management,married,tertiary,0,,0,0,cellular,18,may,126,2.0,1,0,failure
38.0,admin.,divorced,secondary,0,0.0,1,0,cellular,21,jul,93,1.0,0,0,unknown
28.0,blue-collar,single,secondary,0,-545.0,1,1,cellular,15,may,322,1.0,0,0,unknown
30.0,admin.,married,primary,0,40.0,1,1,cellular,7,jul,174,1.0,0,0,unknown
52.0,,married,secondary,0,5517.0,1,1,cellular,29,jul,-1,2.0,0,0,unknown
,blue-collar,married,secondary,0,-251.0,1,0,unknown,7,may,162,1.0,0,0,unknown
35.0,services,single,secondary,0,143.0,1,1,cellular,13,may,68,1.0,1,0,other
26.0,student,single,secondary,0,108.0,0,0,cellular,21,oct,235,1.0,1,0,success
38.0,services,divorced,secondary,0,,1,0,cellular,16,apr,361,1.0,1,0,failure
31.0,management,single,tertiary,0,3283.0,0,0,,21,nov,377,1.0,0,0,unknown
37.0,administrator,single,secondary,0,515.0,1,0,cellular,20,apr,59,1.0,0,0,unknown
30.0,administrator,single,secondary,0,1450.0,1,0,cellular,18,may,298,,1,0,failure
38.0,management,married,tertiary,0,238.0,0,0,cellular,4,aug,139,1.0,1,0,failure
53.0,housemaid,married,primary,0,2581.0,0,0,cellular,15,apr,99,1.0,0,0,unknown
41.0,entrepreneur,married,tertiary,0,367.0,0,1,cellular,9,feb,13,5.0,0,0,unknown
56.0,,divorced,secondary,0,486.0,1,0,unknown,18,jun,577,4.0,0,0,unknown
32.0,technician,single,secondary,0,1819.0,1,0,cellular,20,apr,62,1.0,1,0,failure
36.0,admin.,single,secondary,0,0.0,0,0,cellular,4,feb,137,2.0,0,0,unknown
36.0,technician,married,secondary,0,1345.0,1,0,unknown,30,may,231,3.0,0,0,unknown
40.0,technician,married,secondary,0,0.0,0,1,unknown,26,jun,178,2.0,0,0,unknown
41.0,technician,married,secondary,0,640.0,0,0,cellular,28,jul,169,6.0,0,0,unknown
59.0,retired,married,secondary,0,667.0,0,0,cellular,20,nov,486,1.0,0,0,unknown
50.0,technician,married,secondary,0,20.0,1,0,cellular,8,may,57,1.0,1,1,failure
58.0,management,divorced,tertiary,0,347.0,0,0,unknown,15,may,525,1.0,0,0,unknown
44.0,management,single,tertiary,0,1206.0,0,0,cellular,9,jul,160,2.0,0,0,unknown
38.0,technician,married,secondary,0,133.0,1,0,unknown,28,may,156,1.0,0,0,unknown
36.0,technician,single,secondary,0,1521.0,1,0,unknown,16,jun,243,,0,0,unknown
27.0,entrepreneur,single,secondary,0,376.0,1,1,cellular,5,may,273,1.0,0,0,unknown
46.0,,married,secondary,0,4023.0,1,0,cellular,7,aug,131,2.0,0,0,unknown
36.0,entrepreneur,married,tertiary,0,0.0,0,0,unknown,2,jun,87,3.0,0,0,unknown
42.0,management,divorced,secondary,0,764.0,0,1,cellular,21,nov,127,3.0,0,0,unknown
35.0,technician,married,tertiary,0,1526.0,1,0,cellular,2,feb,236,2.0,1,0,failure
68.0,retired,divorced,secondary,0,4189.0,0,0,telephone,14,jul,897,2.0,0,0,unknown
52.0,technician,divorced,secondary,0,106.0,0,0,cellular,12,aug,193,4.0,0,0,unknown
,retired,married,tertiary,0,3461.0,0,0,cellular,26,may,94,2.0,1,0,failure
22.0,blue-collar,single,primary,0,3198.0,1,0,unknown,28,may,109,2.0,0,0,unknown
32.0,administrator,divorced,secondary,0,4.0,1,0,cellular,30,apr,48,1.0,0,0,unknown
35.0,admin.,married,secondary,0,3487.0,1,0,cellular,17,apr,323,2.0,1,0,failure
45.0,housemaid,married,primary,1,0.0,0,1,unknown,17,jun,161,1.0,0,0,unknown
36.0,services,married,secondary,0,3988.0,1,1,cellular,14,may,141,1.0,0,0,unknown
46.0,housemaid,married,primary,0,965.0,0,0,unknown,5,may,177,1.0,0,0,unknown
35.0,admin.,single,primary,0,2355.0,1,0,unknown,16,jun,101,1.0,0,0,unknown
44.0,management,married,tertiary,0,1791.0,0,0,telephone,12,aug,201,1.0,1,0,success
33.0,management,single,secondary,0,-298.0,0,0,cellular,22,aug,168,2.0,0,0,unknown
69.0,retired,married,tertiary,0,473.0,0,0,cellular,21,oct,110,1.0,1,0,failure
43.0,admin.,married,secondary,0,477.0,1,0,cellular,27,feb,476,2.0,0,0,unknown
41.0,technician,married,tertiary,0,-762.0,1,1,unknown,23,may,145,1.0,0,0,unknown
59.0,retired,married,secondary,0,493.0,0,0,cellular,30,apr,237,1.0,0,0,unknown
40.0,services,married,secondary,0,105.0,1,0,cellular,9,jul,161,1.0,0,0,unknown
,services,single,secondary,0,-23.0,0,0,cellular,11,may,185,1.0,1,0,failure
38.0,unemployed,divorced,secondary,0,189.0,1,1,cellular,21,jul,105,2.0,0,0,unknown
30.0,technician,single,tertiary,0,0.0,0,0,cellular,28,aug,20,,0,0,unknown
49.0,services,married,secondary,0,2409.0,1,0,cellular,13,may,272,4.0,1,0,failure
58.0,technician,married,tertiary,0,883.0,0,0,cellular,1,jun,373,2.0,0,0,unknown
,admin.,married,secondary,0,260.0,1,0,cellular,13,may,306,1.0,1,0,success
50.0,blue-collar,married,primary,0,0.0,0,0,cellular,21,nov,281,2.0,1,0,failure
31.0,unemployed,single,secondary,0,582.0,1,0,cellular,5,jun,548,2.0,0,0,unknown
48.0,technician,single,secondary,0,-92.0,1,0,cellular,3,feb,1393,1.0,0,0,unknown
28.0,services,single,secondary,0,458.0,0,0,cellular,4,feb,112,,1,0,failure
59.0,management,single,secondary,0,671.0,1,1,cellular,29,jan,219,2.0,1,0,failure
28.0,self-employed,single,tertiary,0,2503.0,0,0,cellular,25,may,426,1.0,0,0,unknown
38.0,admin.,married,secondary,0,215.0,1,1,,6,jun,173,2.0,0,0,unknown
51.0,housemaid,married,primary,0,1382.0,0,0,unknown,17,jun,226,1.0,0,0,unknown
36.0,services,divorced,tertiary,0,58.0,1,0,cellular,28,jul,29,13.0,0,0,unknown
22.0,student,single,secondary,0,948.0,0,0,telephone,18,aug,215,1.0,1,0,failure
46.0,services,married,secondary,0,1227.0,1,1,unknown,30,may,135,1.0,0,0,unknown
38.0,technician,married,secondary,0,994.0,0,0,unknown,9,jun,119,1.0,0,0,unknown
26.0,blue-collar,single,primary,0,619.0,1,1,cellular,14,may,720,1.0,1,0,failure
48.0,management,single,tertiary,0,5904.0,1,0,cellular,12,aug,127,2.0,0,0,unknown
56.0,entrepreneur,divorced,tertiary,0,151.0,1,0,cellular,7,may,16,5.0,1,0,other
30.0,admin.,single,secondary,0,52.0,0,1,cellular,7,jul,422,1.0,0,0,unknown
57.0,management,divorced,tertiary,0,,0,0,telephone,20,nov,76,9.0,0,0,unknown
34.0,housemaid,married,primary,0,2929.0,0,0,cellular,14,aug,518,2.0,0,0,unknown
41.0,technician,married,tertiary,0,1517.0,0,0,cellular,8,aug,193,3.0,0,0,unknown
54.0,management,married,unknown,0,,1,1,telephone,19,oct,208,3.0,1,0,failure
,blue-collar,married,secondary,0,,1,0,unknown,14,may,594,2.0,0,0,unknown
49.0,unknown,married,unknown,0,301.0,0,0,cellular,14,aug,789,2.0,0,0,unknown
28.0,unemployed,single,tertiary,0,0.0,1,0,unknown,5,may,125,2.0,0,0,unknown
46.0,administrator,married,secondary,0,-143.0,1,0,unknown,23,may,1034,9.0,0,0,unknown
39.0,entrepreneur,married,tertiary,0,442.0,0,0,cellular,21,nov,10,3.0,0,0,unknown
41.0,self-employed,married,secondary,0,3123.0,1,0,cellular,19,nov,291,2.0,0,0,unknown
30.0,management,single,tertiary,0,60.0,0,0,cellular,27,aug,87,3.0,0,0,unknown
55.0,technician,married,secondary,0,0.0,1,0,unknown,30,may,119,2.0,0,0,unknown
40.0,administrator,married,secondary,0,,0,0,cellular,21,nov,199,2.0,0,0,unknown
58.0,retired,divorced,tertiary,0,264.0,1,1,cellular,8,jul,523,,0,0,unknown
56.0,housemaid,married,primary,0,954.0,0,0,unknown,20,jun,81,10.0,0,0,unknown
,management,divorced,tertiary,0,299.0,0,0,cellular,17,nov,666,3.0,0,0,unknown
54.0,retired,divorced,tertiary,0,185.0,1,0,telephone,13,may,413,6.0,0,0,unknown
28.0,technician,single,secondary,0,0.0,0,1,cellular,22,jul,188,2.0,0,0,unknown
35.0,management,single,unknown,0,186.0,1,0,cellular,5,feb,196,2.0,0,0,unknown
39.0,technician,married,secondary,0,694.0,1,0,cellular,23,jul,413,5.0,0,0,unknown
53.0,management,married,tertiary,0,2385.0,0,0,cellular,8,aug,498,8.0,0,0,unknown
56.0,blue-collar,married,secondary,0,-382.0,1,0,unknown,15,may,278,4.0,0,0,unknown
,blue-collar,single,primary,0,787.0,1,0,unknown,30,may,570,2.0,0,0,unknown
33.0,management,married,tertiary,0,17946.0,1,0,unknown,23,may,256,1.0,0,0,unknown
30.0,administrator,married,secondary,0,0.0,0,0,cellular,15,jul,127,5.0,0,0,unknown
39.0,,married,secondary,0,,1,1,,20,jun,116,3.0,0,0,unknown
28.0,student,single,tertiary,0,836.0,1,0,unknown,19,may,36,1.0,0,0,unknown
35.0,administrator,married,secondary,0,5250.0,1,0,cellular,15,apr,343,2.0,1,0,failure
29.0,student,married,tertiary,0,149.0,1,0,unknown,26,may,367,4.0,0,0,unknown
31.0,administrator,single,secondary,0,437.0,1,1,unknown,4,jun,173,14.0,0,0,unknown
37.0,self-employed,married,tertiary,0,,1,0,unknown,7,may,401,2.0,0,0,unknown
36.0,technician,married,secondary,0,197.0,1,0,cellular,7,may,589,,0,0,unknown
27.0,admin.,divorced,secondary,0,76.0,1,0,unknown,4,jun,236,1.0,0,0,unknown
33.0,unemployed,married,secondary,0,456.0,0,0,telephone,11,nov,119,1.0,0,0,unknown
21.0,student,single,secondary,0,557.0,0,0,cellular,31,aug,197,2.0,0,0,unknown
31.0,management,single,tertiary,0,0.0,0,0,cellular,25,aug,101,6.0,0,0,unknown
57.0,self-employed,married,tertiary,0,,0,0,cellular,26,may,132,6.0,1,0,failure
51.0,unknown,single,unknown,0,0.0,0,0,unknown,5,jun,409,1.0,0,0,unknown
30.0,self-employed,single,secondary,0,-617.0,0,1,cellular,19,nov,925,1.0,0,0,unknown
18.0,student,single,unknown,0,108.0,0,0,cellular,8,sep,169,1.0,0,0,unknown
45.0,blue-collar,married,secondary,0,9680.0,0,0,cellular,7,aug,89,4.0,0,0,unknown
36.0,management,married,tertiary,0,1313.0,0,0,cellular,26,aug,80,6.0,0,0,unknown
33.0,self-employed,married,tertiary,0,416.0,1,1,unknown,23,may,290,1.0,0,0,unknown
52.0,services,married,primary,0,821.0,1,1,cellular,8,apr,426,2.0,0,0,unknown
37.0,blue-collar,married,primary,0,2240.0,1,0,,20,may,214,1.0,0,0,unknown
55.0,retired,married,secondary,0,785.0,1,0,cellular,14,may,47,1.0,1,0,failure
56.0,blue-collar,married,secondary,0,-199.0,0,1,cellular,16,jul,428,2.0,0,0,unknown
33.0,technician,single,secondary,0,261.0,1,0,unknown,14,may,622,1.0,0,0,unknown
48.0,blue-collar,married,primary,0,3837.0,0,1,cellular,21,nov,120,1.0,0,0,unknown
31.0,self-employed,married,tertiary,0,94.0,0,0,cellular,22,aug,579,,0,0,unknown
53.0,administrator,married,unknown,0,0.0,0,0,cellular,19,aug,160,3.0,0,0,unknown
30.0,administrator,single,tertiary,0,305.0,0,0,cellular,4,feb,227,2.0,0,0,unknown
35.0,unknown,divorced,primary,0,3888.0,0,0,cellular,20,nov,207,5.0,1,0,failure
35.0,technician,single,tertiary,0,992.0,1,0,cellular,26,aug,79,1.0,1,0,failure
58.0,admin.,divorced,secondary,0,447.0,0,0,cellular,28,jul,405,4.0,0,0,unknown
34.0,technician,single,secondary,0,258.0,0,0,cellular,2,feb,103,1.0,0,0,unknown
37.0,administrator,married,secondary,0,1110.0,1,0,telephone,22,jul,802,11.0,0,0,unknown
41.0,management,married,secondary,0,,0,0,unknown,15,may,334,3.0,0,0,unknown
26.0,management,single,tertiary,0,159.0,0,0,cellular,3,feb,589,1.0,0,0,unknown
30.0,technician,single,secondary,0,4787.0,1,0,cellular,18,nov,266,1.0,1,0,failure
28.0,administrator,single,tertiary,0,1773.0,1,0,cellular,23,jul,275,1.0,0,0,unknown
56.0,services,divorced,secondary,0,450.0,0,0,unknown,9,jun,47,1.0,0,0,unknown
61.0,self-employed,divorced,tertiary,0,6.0,1,0,cellular,13,oct,210,1.0,1,0,success
33.0,services,single,tertiary,0,0.0,1,0,cellular,18,nov,199,1.0,0,0,unknown
31.0,management,divorced,tertiary,0,1145.0,1,0,unknown,26,may,1272,4.0,0,0,unknown
52.0,management,married,primary,0,798.0,1,0,unknown,30,jun,123,2.0,0,0,unknown
55.0,blue-collar,married,primary,0,137.0,0,0,telephone,8,jul,377,1.0,0,0,unknown
32.0,management,single,tertiary,0,1834.0,1,0,unknown,2,jun,159,1.0,0,0,unknown
28.0,self-employed,single,tertiary,0,159.0,0,0,cellular,16,nov,449,,0,0,success
40.0,blue-collar,married,secondary,0,326.0,1,1,cellular,7,jul,112,1.0,0,0,unknown
23.0,services,single,secondary,0,342.0,1,0,unknown,3,jun,152,6.0,0,0,unknown
47.0,blue-collar,married,secondary,1,-614.0,1,0,unknown,26,may,118,2.0,0,0,unknown
,administrator,married,secondary,0,-241.0,1,0,cellular,22,jul,1287,5.0,0,0,unknown
69.0,management,married,secondary,0,4.0,0,0,cellular,23,oct,114,4.0,0,0,unknown
33.0,management,single,tertiary,0,1909.0,0,0,cellular,8,aug,191,2.0,0,0,unknown
50.0,technician,single,tertiary,0,1840.0,1,0,cellular,11,jul,184,2.0,0,0,unknown
46.0,management,divorced,tertiary,0,14481.0,1,0,unknown,30,may,1269,1.0,0,0,unknown
31.0,technician,single,secondary,0,4040.0,1,0,unknown,2,jun,213,2.0,0,0,unknown
38.0,management,single,tertiary,0,-145.0,1,0,cellular,21,jul,54,2.0,0,0,unknown
49.0,,married,tertiary,0,350.0,0,0,cellular,12,aug,238,6.0,0,0,unknown
47.0,blue-collar,married,secondary,0,480.0,0,0,unknown,20,jun,9,6.0,0,0,unknown
31.0,blue-collar,married,secondary,0,,1,0,unknown,21,may,229,2.0,0,0,unknown
47.0,admin.,divorced,tertiary,0,846.0,1,0,cellular,13,may,85,2.0,1,0,failure
36.0,blue-collar,single,secondary,0,103.0,1,0,cellular,15,may,200,5.0,0,0,unknown
30.0,services,single,secondary,0,1268.0,1,0,cellular,8,apr,105,4.0,1,1,other
30.0,blue-collar,single,unknown,1,-149.0,1,1,,12,may,164,3.0,0,0,unknown
38.0,entrepreneur,married,secondary,1,15.0,1,0,cellular,10,jul,121,1.0,0,0,unknown
31.0,technician,divorced,secondary,0,342.0,1,0,unknown,30,may,34,2.0,0,0,unknown
34.0,services,single,secondary,0,84.0,1,0,unknown,23,may,299,1.0,0,0,unknown
29.0,self-employed,single,tertiary,0,270.0,1,0,cellular,14,jan,110,7.0,1,0,failure
27.0,unemployed,single,tertiary,0,3060.0,0,0,cellular,30,jan,533,1.0,0,0,unknown
45.0,blue-collar,married,primary,0,572.0,0,0,telephone,5,feb,13,6.0,0,0,unknown
22.0,services,single,secondary,0,361.0,0,0,telephone,7,jun,140,4.0,1,0,failure
33.0,services,married,secondary,0,260.0,1,0,cellular,31,mar,248,1.0,0,0,unknown
55.0,administrator,married,secondary,0,602.0,0,0,cellular,4,feb,390,2.0,1,0,success
32.0,management,single,tertiary,0,3886.0,1,1,unknown,29,may,151,7.0,0,0,unknown
45.0,blue-collar,married,primary,0,300.0,1,0,cellular,29,jan,203,1.0,1,0,failure
47.0,management,married,secondary,0,-1854.0,1,1,cellular,12,aug,388,2.0,0,0,unknown
31.0,student,single,secondary,0,216.0,0,0,cellular,3,jun,138,1.0,0,0,unknown
58.0,management,married,tertiary,0,230.0,1,0,telephone,30,jul,339,,0,0,unknown
29.0,unemployed,married,primary,0,639.0,0,1,cellular,4,feb,358,2.0,0,0,unknown
38.0,blue-collar,single,primary,0,162.0,1,0,unknown,8,may,200,2.0,0,0,unknown
57.0,retired,divorced,primary,0,515.0,1,0,unknown,13,may,288,2.0,0,0,unknown
33.0,technician,married,tertiary,0,2690.0,1,0,cellular,21,jul,71,5.0,0,0,unknown
36.0,blue-collar,married,secondary,0,-100.0,1,0,unknown,3,jun,369,2.0,0,0,unknown
30.0,blue-collar,married,secondary,0,393.0,1,0,cellular,17,apr,1034,2.0,0,0,unknown
53.0,self-employed,single,unknown,0,289.0,0,0,cellular,4,feb,502,1.0,0,0,unknown
51.0,entrepreneur,married,tertiary,1,4.0,1,0,cellular,18,nov,80,1.0,0,0,unknown
54.0,blue-collar,single,secondary,0,105.0,1,0,cellular,17,apr,226,1.0,1,0,failure
58.0,retired,married,tertiary,0,2199.0,0,0,telephone,21,oct,65,1.0,0,0,unknown
43.0,technician,single,secondary,0,28.0,1,0,unknown,14,may,2241,4.0,0,0,unknown
49.0,blue-collar,divorced,secondary,1,259.0,0,0,unknown,16,may,283,2.0,0,0,unknown
35.0,administrator,married,tertiary,0,0.0,1,0,cellular,28,jul,151,7.0,0,0,unknown
30.0,admin.,,secondary,0,873.0,1,0,telephone,12,nov,119,1.0,1,0,success
37.0,management,single,tertiary,0,400.0,1,0,unknown,16,jun,244,1.0,0,0,unknown
37.0,administrator,single,secondary,0,796.0,1,0,telephone,29,jan,143,3.0,0,0,unknown
24.0,services,single,secondary,0,0.0,0,0,unknown,16,may,280,,0,0,unknown
56.0,blue-collar,married,primary,0,1137.0,0,0,telephone,12,oct,99,3.0,1,0,success
39.0,management,divorced,tertiary,0,355.0,1,0,cellular,25,aug,-20,5.0,0,0,unknown
53.0,entrepreneur,married,tertiary,0,49.0,0,1,cellular,23,jul,419,5.0,0,0,unknown
55.0,services,single,secondary,0,1126.0,1,0,telephone,14,may,166,1.0,0,0,unknown
30.0,blue-collar,married,primary,0,374.0,1,0,cellular,8,jul,225,2.0,0,0,unknown
41.0,blue-collar,single,secondary,0,1621.0,1,0,unknown,28,may,119,1.0,0,0,unknown
56.0,,single,secondary,0,4118.0,0,0,telephone,27,may,165,1.0,0,0,unknown
,technician,single,secondary,0,884.0,1,1,cellular,17,apr,113,2.0,1,0,failure
49.0,services,married,secondary,0,2420.0,1,0,telephone,28,aug,19,13.0,0,0,unknown
27.0,management,single,tertiary,0,-98.0,1,1,unknown,16,may,344,2.0,0,0,unknown
44.0,blue-collar,married,primary,0,279.0,1,0,cellular,17,apr,85,1.0,1,0,other
47.0,technician,married,secondary,0,6704.0,1,0,cellular,20,nov,37,2.0,0,0,unknown
30.0,technician,single,secondary,0,151.0,0,0,cellular,3,feb,276,2.0,0,0,unknown
30.0,technician,single,tertiary,0,8138.0,1,0,cellular,12,aug,227,2.0,0,0,unknown
50.0,management,married,tertiary,0,5108.0,1,0,cellular,5,apr,874,2.0,1,0,success
40.0,blue-collar,divorced,primary,0,190.0,1,1,cellular,17,apr,139,1.0,1,0,failure
60.0,self-employed,married,tertiary,0,2149.0,0,0,cellular,19,aug,222,4.0,0,0,unknown
29.0,administrator,married,secondary,0,494.0,1,0,unknown,26,may,341,,0,0,unknown
31.0,administrator,single,secondary,0,690.0,0,0,cellular,4,may,10,4.0,1,1,failure
39.0,technician,married,tertiary,0,386.0,0,0,cellular,29,sep,201,2.0,0,0,unknown
26.0,management,single,secondary,0,-38.0,0,0,cellular,22,jul,443,2.0,0,0,unknown
50.0,blue-collar,married,tertiary,0,1784.0,0,0,cellular,19,nov,1184,,1,0,failure
32.0,technician,single,secondary,0,0.0,1,0,cellular,20,aug,322,2.0,0,0,unknown
37.0,admin.,divorced,tertiary,0,4708.0,0,0,cellular,2,jun,238,1.0,1,0,success
33.0,management,married,secondary,0,,1,0,cellular,17,nov,407,,0,0,unknown
30.0,admin.,married,tertiary,0,631.0,0,0,cellular,13,aug,293,3.0,0,0,unknown
60.0,retired,married,primary,0,1720.0,0,0,telephone,6,aug,115,5.0,0,0,unknown
33.0,technician,married,secondary,0,806.0,0,0,cellular,17,apr,108,1.0,0,0,unknown
48.0,admin.,single,secondary,0,-58.0,0,0,unknown,17,jun,123,1.0,0,0,unknown
29.0,management,single,tertiary,0,1739.0,1,0,cellular,3,jun,114,1.0,0,0,unknown
,management,divorced,tertiary,0,0.0,1,0,cellular,11,may,217,6.0,0,0,unknown
43.0,management,married,tertiary,0,445.0,0,1,unknown,20,jun,196,4.0,0,0,unknown
32.0,admin.,single,secondary,0,1630.0,1,0,cellular,30,jan,122,1.0,0,0,unknown
51.0,services,married,secondary,0,209.0,0,0,unknown,12,jun,93,1.0,0,0,unknown
38.0,management,married,tertiary,0,,1,0,cellular,3,sep,91,,1,0,failure
53.0,retired,married,primary,0,0.0,0,0,cellular,31,jul,85,3.0,0,0,unknown
31.0,management,single,tertiary,0,682.0,1,0,unknown,26,may,473,5.0,0,0,unknown
51.0,management,married,tertiary,0,9864.0,0,0,cellular,26,aug,69,4.0,0,0,unknown
33.0,technician,single,secondary,0,189.0,1,0,unknown,14,may,260,1.0,0,0,unknown
34.0,management,single,tertiary,0,436.0,0,0,cellular,26,aug,312,2.0,0,0,unknown
35.0,management,married,secondary,0,4135.0,1,0,cellular,12,may,106,4.0,0,0,unknown
47.0,management,married,tertiary,0,-315.0,1,1,cellular,27,aug,112,9.0,0,0,unknown
52.0,entrepreneur,divorced,primary,0,278.0,1,0,unknown,7,may,688,,0,0,unknown
33.0,technician,married,secondary,0,1844.0,1,0,unknown,29,may,241,3.0,0,0,unknown
32.0,technician,married,primary,0,3774.0,1,0,cellular,20,nov,591,3.0,0,0,unknown
40.0,technician,married,secondary,0,56.0,0,0,cellular,29,aug,77,2.0,0,0,unknown
38.0,blue-collar,married,secondary,0,1627.0,0,0,unknown,16,jun,1323,9.0,0,0,unknown
39.0,technician,married,secondary,0,-1451.0,1,1,cellular,30,jul,65,5.0,0,0,unknown
47.0,blue-collar,married,primary,0,3067.0,1,0,cellular,13,may,141,2.0,0,0,unknown
51.0,self-employed,divorced,primary,0,,0,0,cellular,6,may,106,2.0,0,0,unknown
37.0,technician,married,secondary,0,0.0,1,0,cellular,16,apr,657,4.0,1,0,other
36.0,technician,married,unknown,0,756.0,0,0,cellular,11,jul,396,3.0,0,0,unknown
40.0,management,married,tertiary,0,-83.0,1,1,cellular,11,jul,131,2.0,0,0,unknown
31.0,services,married,secondary,0,238.0,1,1,unknown,9,may,156,2.0,0,0,unknown
46.0,management,single,tertiary,0,653.0,0,1,cellular,21,nov,104,1.0,0,0,unknown
42.0,blue-collar,married,secondary,0,-336.0,1,0,cellular,13,may,318,3.0,1,0,failure
41.0,technician,married,tertiary,0,680.0,0,0,cellular,6,aug,117,2.0,0,0,unknown
33.0,services,single,unknown,0,2297.0,0,0,cellular,27,jul,527,1.0,0,0,unknown
57.0,technician,married,unknown,0,345.0,1,0,unknown,6,may,125,1.0,0,1,unknown
29.0,blue-collar,single,primary,0,722.0,1,0,cellular,15,may,78,1.0,1,1,failure
39.0,technician,single,secondary,0,4380.0,0,0,telephone,9,jul,87,8.0,0,0,unknown
38.0,management,single,tertiary,0,470.0,0,0,cellular,7,aug,87,2.0,0,0,unknown
43.0,blue-collar,divorced,primary,0,92.0,1,0,unknown,15,may,237,2.0,0,0,unknown
35.0,admin.,married,secondary,1,0.0,1,1,cellular,18,nov,17,1.0,0,0,unknown
55.0,management,married,tertiary,0,496.0,0,0,cellular,25,may,85,1.0,0,0,unknown
